month,GDP同比,制造业PMI_去季节性,服务业PMI,工业增加值,用电量,社零,固投当月同比_去季节性,CPI,PPI,逆回购7天(19日),银行间7天回购(20-19均值)
1980-01,,,,,,,,,,,
1980-02,,,,,,,,,,,
1980-03,,,,,,,,,,,
1980-04,,,,,,,,,,,
1980-05,,,,,,,,,,,
1980-06,,,,,,,,,,,
1980-07,,,,,,,,,,,
1980-08,,,,,,,,,,,
1980-09,,,,,,,,,,,
1980-10,,,,,,,,,,,
1980-11,,,,,,,,,,,
1980-12,,,,,,,,,,,
1981-01,,,,,,,,,,,
1981-02,,,,,,,,,,,
1981-03,,,,,,,,,,,
1981-04,,,,,,,,,,,
1981-05,,,,,,,,,,,
1981-06,,,,,,,,,,,
1981-07,,,,,,,,,,,
1981-08,,,,,,,,,,,
1981-09,,,,,,,,,,,
1981-10,,,,,,,,,,,
1981-11,,,,,,,,,,,
1981-12,,,,,,,,,,,
1982-01,,,,,,,,,,,
1982-02,,,,,,,,,,,
1982-03,,,,,,,,,,,
1982-04,,,,,,,,,,,
1982-05,,,,,,,,,,,
1982-06,,,,,,,,,,,
1982-07,,,,,,,,,,,
1982-08,,,,,,,,,,,
1982-09,,,,,,,,,,,
1982-10,,,,,,,,,,,
1982-11,,,,,,,,,,,
1982-12,,,,,,,,,,,
1983-01,,,,,,,,,,,
1983-02,,,,,,,,,,,
1983-03,,,,,,,,,,,
1983-04,,,,,,,,,,,
1983-05,,,,,,,,,,,
1983-06,,,,,,,,,,,
1983-07,,,,,,,,,,,
1983-08,,,,,,,,,,,
1983-09,,,,,,,,,,,
1983-10,,,,,,,,,,,
1983-11,,,,,,,,,,,
1983-12,,,,,,,,,,,
1984-01,,,,,,,,,,,
1984-02,,,,,,,,,,,
1984-03,,,,,,,,,,,
1984-04,,,,,,,,,,,
1984-05,,,,,,,,,,,
1984-06,,,,,,,,,,,
1984-07,,,,,,,,,,,
1984-08,,,,,,,,,,,
1984-09,,,,,,,,,,,
1984-10,,,,,,,,,,,
1984-11,,,,,,,,,,,
1984-12,,,,,,,,,,,
1985-01,,,,,,,,,,,
1985-02,,,,,,,,,,,
1985-03,,,,,,,,,,,
1985-04,,,,,,,,,,,
1985-05,,,,,,,,,,,
1985-06,,,,,,,,,,,
1985-07,,,,,,,,,,,
1985-08,,,,,,,,,,,
1985-09,,,,,,,,,,,
1985-10,,,,,,,,,,,
1985-11,,,,,,,,,,,
1985-12,,,,,,,,,,,
1986-01,,,,,,,,,,,
1986-02,,,,,,,,,,,
1986-03,,,,,,,,,,,
1986-04,,,,,,,,,,,
1986-05,,,,,,,,,,,
1986-06,,,,,,,,,,,
1986-07,,,,,,,,,,,
1986-08,,,,,,,,,,,
1986-09,,,,,,,,,,,
1986-10,,,,,,,,,,,
1986-11,,,,,,,,,,,
1986-12,,,,,,,,,,,
1987-01,,,,,,,,5.1,,,
1987-02,,,,,,,,5.4,,,
1987-03,,,,,,,,5.8,,,
1987-04,,,,,,,,6.7,,,
1987-05,,,,,,,,7.6,,,
1987-06,,,,,,,,7.8,,,
1987-07,,,,,,,,7.8,,,
1987-08,,,,,,,,8.2,,,
1987-09,,,,,,,,7.7,,,
1987-10,,,,,,,,7.5,,,
1987-11,,,,,,,,8.3,,,
1987-12,,,,,,,,8.9,,,
1988-01,,,,,,,,9.4,,,
1988-02,,,,,,,,10.4,,,
1988-03,,,,,,,,11.3,,,
1988-04,,,,,,,,12.2,,,
1988-05,,,,,,,,14.2,,,
1988-06,,,,,,,,16.3,,,
1988-07,,,,,,,,19.2,,,
1988-08,,,,,,,,23.6,,,
1988-09,,,,,,,,26.4,,,
1988-10,,,,,,,,27.1,,,
1988-11,,,,,,,,26.8,,,
1988-12,,,,,,,,27.9,,,
1989-01,,,,,,,,27.4,,,
1989-02,,,,,,,,28.4,,,
1989-03,,,,,,,,27.1,,,
1989-04,,,,,,,,26.6,,,
1989-05,,,,,,,,24.8,,,
1989-06,,,,,,,,22.8,,,
1989-07,,,,,,,,19.4,,,
1989-08,,,,,,,,15.3,,,
1989-09,,,,,,,,11.5,,,
1989-10,,,,,,,,8.6,,,
1989-11,,,,,,,,7.4,,,
1989-12,,,,,,,,6.6,,,
1990-01,,,,-21.1,,,,4.3,,,
1990-02,,,,5.0,,,,4.4,,,
1990-03,,,,0.8,,,,3.4,,,
1990-04,,,,1.7,,,,3.2,,,
1990-05,,,,3.3,,,,2.7,,,
1990-06,,,,5.0,,,,1.1,,,
1990-07,,,,2.5,,,,1.1,,,
1990-08,,,,4.2,,,,2.5,,,
